imputer,normalizer,tamer__detector,tamer__remediation,selector,balancer,classifier__max_features,classifier__penalty,_family,tamer__contamination,tamer__mad_threshold,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,classifier__colsample_bytree,classifier__min_child_weight,classifier__min_child_samples,classifier__reg_alpha,classifier__reg_lambda,classifier__scale_pos_weight,classifier__num_leaves,classifier__min_samples_leaf,classifier__iterations,classifier__depth,classifier__l2_leaf_reg,classifier__C,classifier__estimator__xgb__learning_rate,classifier__estimator__xgb__max_depth,classifier__estimator__xgb__scale_pos_weight,mean_pr_auc,std_pr_auc,mean_roc_auc,std_roc_auc,range_pr_auc,cv_pr_auc,uncertainty_aware_score,brier_mean,recall_at_spec90_mean
MeanImputer,RobustScalerNorm,iforest,winsorize,SelectKBestFilter(k=10),BorderlineSMOTESampler(k_neighbors=3),absent,absent,xgb,0.028552010608625136,3.705117382131068,0.04556869701366731,4.0,485.0,0.9010452071678703,0.8305056487855287,22.0,,3.1528795054842154,2.4651316440302233,9.564136496720511,,,,,,,,,,0.22593896023482402,0.01563663385692836,0.6766803128905237,0.008995224352596691,0.04093949826902357,0.06920733741837536,0.21812064330635983,,
InterpolateImputer,RobustScalerNorm,cluster,cluster_local_median,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=5),absent,absent,xgb,0.01895572428760294,2.7490084777939168,0.2119900367349144,2.0,110.0,0.7420566206257901,0.5653035260190824,7.0,,0.014405715597848923,7.214847897673502,3.5440438796698266,,,,,,,,,,0.21494944933224974,0.012898399886021454,0.6846500532666268,0.015884538081071254,0.03469768046241811,0.060006666339880936,0.20850024938923903,,
MeanImputer,ZScoreNormalizationNorm,iforest,winsorize,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=5),absent,absent,xgb,0.011397307884692974,2.2866516251584907,0.055339298449318265,9.0,124.0,0.7737260239822805,0.6006611178477202,40.0,,0.5903892632822294,0.16669396521298838,1.4237237051877567,,,,,,,,,,0.22912946039245044,0.010806313464934107,0.6965720447203877,0.019894698088086558,0.03373547307577818,0.04716247944033548,0.2237263036599834,,
KNNImputerWrapper(n_neighbors=5),RobustScalerNorm,iforest,mad_replace,SelectKBestFilter(k=10),SMOTESampler(k_neighbors=3),absent,absent,xgb,0.007055998576980451,2.885400346569321,0.03236511382911345,10.0,229.0,0.9822580828568164,0.6570639440820202,4.0,,0.06687460424084388,0.400502211321602,3.3729822706716033,,,,,,,,,,0.1833630590623167,0.016003991504795975,0.6358751039610221,0.013099940777308527,0.04952894674211983,0.0872803474518657,0.1753610633099187,,
MeanImputer,ZScoreNormalizationNorm,statistical,shrink,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=3),absent,absent,xgb,0.020081579684766714,3.4016646301791855,0.2412334878825752,5.0,115.0,0.5425626025859389,0.8770865115089761,14.0,,0.07557412131475093,1.1083241829432298,1.6278910244545708,,,,,,,,,,0.20937247900386363,0.018675708937304084,0.6644527805286364,0.01410889370785516,0.05534963010543331,0.08919848982138409,0.2000346245352116,,
InterpolateImputer,RobustScalerNorm,iforest,none,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=3),absent,absent,xgb,0.08723521306448616,3.2426739154992816,0.06623771149825462,3.0,349.0,0.6046662490980537,0.8572849415140642,3.0,,0.0013925092224727743,8.156103758563852,1.0130203539248792,,,,,,,,,,0.22960003739383655,0.009607443847426846,0.692563424261716,0.010621526186343936,0.02432492893679669,0.041844260813194235,0.22479631547012313,,
MeanImputer,ZScoreNormalizationNorm,cluster,mad_replace,SelectKBestFilter(k=10),FunctionSampler,absent,absent,xgb,0.030917125114726374,3.8251106540924615,0.011112809854716825,6.0,548.0,0.9257472757484562,0.9066456466006318,9.0,,0.0362782718735778,0.12634825581716538,6.915639167080224,,,,,,,,,,0.22704437267896654,0.026389640473031595,0.6865710446314315,0.019539208250443526,0.0691842560774725,0.11623120256913701,0.21384955244245074,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,cluster,shrink,SelectKBestFilter(k=20),BorderlineSMOTESampler(k_neighbors=3),absent,absent,xgb,0.009118765885265525,2.177152409307966,0.011450727086327054,5.0,586.0,0.6428834635321065,0.6139815360514755,4.0,,0.11638193723000254,0.7007986394285926,6.229188582164149,,,,,,,,,,0.2309733604893028,0.011464912195948451,0.6889424725789407,0.011557267255944031,0.032920522256424334,0.04963737883737216,0.22524090439132857,,
IterativeModelImputer,ZScoreNormalizationNorm,cluster,percentile_clip,SelectKBestFilter(k=10),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.020536860279811282,2.1004841836070884,0.18241430938125563,,481.0,0.6219390355758706,0.5227997610520192,,7.0,0.029738366924221514,1.2402069299341194,2.1214670467369268,19.0,,,,,,,,,0.19530183035188864,0.018189056863016553,0.6342445610701339,0.02287690925061277,0.053423222033697454,0.09313305886710886,0.18620730192038037,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,iforest,mad_replace,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.011906339470898484,3.1854716273860584,0.07299655753573271,,639.0,0.6854575759217622,0.5856561226718355,,32.0,0.011603631148083444,2.2294019770569626,4.9982927123308425,22.0,,,,,,,,,0.19192432130873713,0.017155381419725467,0.6608345832770658,0.020293383900220428,0.05157618933135755,0.08938617733668384,0.1833466305988744,,
InterpolateImputer,RobustScalerNorm,statistical,cluster_local_median,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.07050804187978334,2.4219663727151755,0.0271644953418897,,113.0,0.6126047358240443,0.6641054933299636,,29.0,0.001544193452773369,1.717973827251963,1.3026090686262661,97.0,,,,,,,,,0.2174695220533253,0.014810468042643356,0.6877320487716523,0.015949617261251273,0.03471571872550508,0.06810364920474561,0.2100642880320036,,
ClassMeanImputer,ZScoreNormalizationNorm,statistical,mad_replace,SelectKBestFilter(k=10),FunctionSampler,absent,absent,lgbm,0.020726958696597554,3.393716010034394,0.04409601020037181,,119.0,0.9636157607197732,0.804064129445341,,7.0,0.237975854381156,0.21501340886886278,8.768842163575986,61.0,,,,,,,,,0.21188782884006319,0.02768557166898743,0.6651786870258787,0.022409083616850314,0.07493732313190046,0.1306614533762815,0.19804504300556947,,
MeanImputer,ZScoreNormalizationNorm,statistical,none,SelectKBestFilter(k=10),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.04253649346288466,2.161402491953109,0.057460581649377056,,387.0,0.6760141097349526,0.5143112305338504,,37.0,0.8539322726100341,0.3636315538855092,3.0950413917535893,119.0,,,,,,,,,0.20696733848729001,0.01923869117492966,0.6587735185018466,0.018742226315095516,0.058045044044424704,0.09295520402177428,0.1973479928998252,,
MeanImputer,RobustScalerNorm,iforest,mad_replace,TreeBasedSelection,SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.00542971586736494,3.1502296771653153,0.0862383480114609,,146.0,0.8305732922577427,0.7511309476255887,,16.0,3.1508374426140957,0.5285673202728992,2.5803049156079565,36.0,,,,,,,,,0.23215107744525842,0.012546598058109669,0.6876161818010336,0.01849286182383668,0.03102655413228167,0.054044970181403425,0.2258777784162036,,
IterativeModelImputer,RobustScalerNorm,cluster,shrink,SelectKBestFilter(k=20),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.0186095089514003,2.265654443398657,0.12215612086419748,,917.0,0.5886415551561857,0.856862044114727,,26.0,0.02386771462176825,0.27232826207441624,3.5841568176731,81.0,,,,,,,,,0.21322270597273912,0.02075861640782745,0.6633892391768001,0.022101616395369932,0.05760637061515311,0.0973565001584844,0.2028433977688254,,
MeanImputer,RobustScalerNorm,statistical,mad_replace,TreeBasedSelection,FunctionSampler,absent,absent,lgbm,0.009248915931160225,3.428602296753046,0.1762331540415238,,444.0,0.6550026445740502,0.9580858955764103,,23.0,0.3252338449892837,1.5132216147606912,1.5993749696915966,28.0,,,,,,,,,0.21584762838769517,0.009291204946894551,0.667393513636042,0.01941709130144707,0.026095360129567147,0.04304520284191464,0.2112020259142479,,
ClassMeanImputer,RobustScalerNorm,statistical,winsorize,SelectKBestFilter(k=30),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.012591368954560036,2.8171878212138566,0.24887163375417304,,414.0,0.9003815489155733,0.7064085648936345,,13.0,1.082214000179019,7.871927858157417,3.815553024838068,33.0,,,,,,,,,0.21638182951072693,0.015028295658175718,0.6731979924269218,0.015557511098374582,0.04153878480411599,0.06945266934916411,0.20886768168163908,,
MeanImputer,ZScoreNormalizationNorm,cluster,percentile_clip,TreeBasedSelection,SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.0370381868033122,2.4805319546803113,0.05116307940815616,,175.0,0.647916667161584,0.958824910615284,,81.0,0.0035685635551616574,0.1147798961672312,5.357225702788615,16.0,,,,,,,,,0.23701955977420336,0.013399714207834515,0.6960511343540805,0.021107465731451593,0.03756113028646682,0.056534212706325804,0.2303197026702861,,
KNNImputerWrapper(n_neighbors=5),RobustScalerNorm,statistical,winsorize,SelectKBestFilter(k=10),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.10916426201033597,2.449970888665053,0.15821739284252373,,483.0,0.7237059825646632,0.6235656183653067,,5.0,1.0437555794429407,0.9605207762018411,5.429957485039008,55.0,,,,,,,,,0.20110700420363847,0.018044182399925238,0.6384007217788696,0.017659097777845474,0.050578300369626406,0.08972428618972376,0.19208491300367586,,
IterativeModelImputer,RobustScalerNorm,iforest,percentile_clip,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.050822436561789724,3.303343548792031,0.2679195409321083,,107.0,0.5281628052087765,0.8457042732436135,,9.0,0.006344711329834975,0.15679012728068425,2.005631587253346,16.0,,,,,,,,,0.21569031936710573,0.011623902091787593,0.66480980223827,0.019030836400819946,0.02984492042190867,0.053891626318210734,0.20987836832121193,,
InterpolateImputer,RobustScalerNorm,cluster,cluster_local_median,SelectKBestFilter(k=10),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.11335200697936035,3.676867310769393,0.01323962974279023,,150.0,0.5076128393396449,0.7494268761907862,,22.0,0.051603581234828486,0.44846049788956616,2.330614893790746,34.0,,,,,,,,,0.22953144879113943,0.020409423742079297,0.685022797741152,0.01766586664180677,0.050800045951627626,0.08891776638699611,0.2193267369200998,,
MeanImputer,RobustScalerNorm,iforest,none,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.014846433114002017,2.6463497825461544,0.06856036353179085,,201.0,0.7617437131317495,0.673050544151107,,50.0,0.001241597943261941,0.4261825957417029,2.686358139571487,76.0,,,,,,,,,0.23071614783766292,0.013929693299057909,0.6869777834223968,0.014709336957581583,0.0351572573460428,0.0603758923231466,0.22375130118813397,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,iforest,cluster_local_median,SelectKBestFilter(k=20),FunctionSampler,absent,absent,lgbm,0.006581708600041678,2.983084309395479,0.03837735168399649,,167.0,0.570796981347711,0.6071004705871433,,8.0,0.0019955155827954796,6.226287361149002,2.263606814743625,25.0,,,,,,,,,0.23094069220533786,0.01801379503143117,0.6884547774912598,0.009942614153556678,0.053443177887461724,0.07800182314953158,0.22193379468962227,,
InterpolateImputer,ZScoreNormalizationNorm,cluster,shrink,SelectKBestFilter(k=20),FunctionSampler,absent,absent,lgbm,0.06287315150684823,2.269100450081125,0.04867204252954777,,873.0,0.7504933570145849,0.9888337245354282,,21.0,0.7330585131851048,0.38143143380764183,2.7413935323833645,108.0,,,,,,,,,0.234755062742742,0.01694646805888823,0.6721241112404372,0.006599976246842919,0.04479990088259453,0.07218787045908841,0.22628182871329788,,
InterpolateImputer,RobustScalerNorm,statistical,shrink,SelectKBestFilter(k=10),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.007975593355380837,2.9529446528904675,0.015637878898323083,,154.0,0.9746388141155884,0.8605392698772834,,43.0,0.05938862436043598,0.11778590111328825,2.8766964313921735,24.0,,,,,,,,,0.23569156995831758,0.01604253720447768,0.6885025848246917,0.019117445618122446,0.04739338001011567,0.06806580823961939,0.22767030135607874,,
ClassMeanImputer,RobustScalerNorm,iforest,mad_replace,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.03963182689074893,3.117188207871501,0.06009446281385775,,293.0,0.6962483563734436,0.632014044686155,,17.0,0.0021719155219168088,2.381287681335552,3.276255976132416,91.0,,,,,,,,,0.20391066744758346,0.013638756070687126,0.6763370700354325,0.011943758165309673,0.037653217732728894,0.06688593706944271,0.19709128941223988,,
InterpolateImputer,ZScoreNormalizationNorm,statistical,percentile_clip,SelectKBestFilter(k=30),FunctionSampler,absent,absent,lgbm,0.02437644418410415,3.801163741059244,0.04171323866881905,,795.0,0.5206341949143066,0.5784259443108888,,20.0,0.09853481030769232,2.074360753975664,3.836051237698078,18.0,,,,,,,,,0.2316013155014764,0.02829512137126059,0.6771031261186528,0.02347773970360423,0.08756506965949207,0.12217167812710554,0.21745375481584608,,
IterativeModelImputer,RobustScalerNorm,cluster,shrink,SelectKBestFilter(k=20),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.052057101020114696,2.196150215035472,0.053620079408358855,,718.0,0.773914084074802,0.8796679106136456,,83.0,0.022256854377076776,3.7980634334892094,4.081285205258684,73.0,,,,,,,,,0.21548485543132853,0.020742354107682437,0.6599324507899965,0.018645919551903627,0.05915830824684512,0.09625898797464531,0.2051136783774873,,
MeanImputer,ZScoreNormalizationNorm,iforest,winsorize,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.03412485707872576,2.6144269795124786,0.02442198532025437,,502.0,0.51390485115431,0.7267847890752305,,36.0,0.03290245606212754,0.17886523085153094,2.1946957855574034,40.0,,,,,,,,,0.22323279312239658,0.011486466091232219,0.6807360828880157,0.01841148519497673,0.03247799263247822,0.05145510178217539,0.21748956007678047,,
InterpolateImputer,RobustScalerNorm,statistical,none,SelectKBestFilter(k=40),FunctionSampler,absent,absent,lgbm,0.011690379008379012,2.22710416165807,0.014290208660241454,,226.0,0.9935348963457672,0.9948221995071981,,24.0,2.071913360178148,0.2576694538756947,1.2137403100476376,44.0,,,,,,,,,0.26604090479691667,0.011560022629625598,0.7097779333620565,0.008862160661198597,0.0349182423410315,0.043452049745696004,0.26026089348210385,,
MeanImputer,ZScoreNormalizationNorm,iforest,shrink,SelectKBestFilter(k=20),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.005649740978881311,2.397853105225738,0.166068872100869,,233.0,0.7953156054347422,0.8968050263066808,,76.0,3.790573229761883,0.7951617480483539,1.0854094747499001,11.0,,,,,,,,,0.21440752326777668,0.027259925003350467,0.6713883029917194,0.02317109292289116,0.08461283570552336,0.12714071123943327,0.20077756076610145,,
IterativeModelImputer,RobustScalerNorm,statistical,winsorize,SelectKBestFilter(k=20),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.05725850537792272,3.782161113547793,0.07168342292195709,,195.0,0.9573183371222367,0.6934699578822573,,34.0,0.0023479825680275987,0.1335666042938682,1.1328189406432017,10.0,,,,,,,,,0.23367343370274715,0.013316864144677795,0.6954831173194777,0.008776773958164126,0.03470413074103157,0.0569892089728009,0.22701500163040825,,
IterativeModelImputer,ZScoreNormalizationNorm,statistical,cluster_local_median,SelectKBestFilter(k=40),FunctionSampler,absent,absent,lgbm,0.017629148943589235,2.3210305475034865,0.20778729828235432,,187.0,0.8908840623889673,0.9034069881745146,,31.0,2.5277396845024973,1.6729740300462157,6.67751237173494,9.0,,,,,,,,,0.202434222680472,0.018714467274856043,0.6590656677298556,0.01609171746568199,0.045436571645356055,0.09244715160833006,0.193076989043044,,
IterativeModelImputer,ZScoreNormalizationNorm,cluster,none,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.0431177284146299,2.0867319039961854,0.09675689907696366,,378.0,0.8399173370595712,0.7385214480408743,,86.0,4.462760672061089,4.312150425187122,4.218796954276528,52.0,,,,,,,,,0.23165222333562735,0.007271752187526138,0.6860555835107103,0.01364732925556549,0.021086290859705537,0.031390815433662046,0.2280163472418643,,
InterpolateImputer,RobustScalerNorm,iforest,mad_replace,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.024959727351776446,3.5176688873768795,0.01341270569245657,,553.0,0.6273487473234354,0.8296418313078565,,41.0,0.008077338140089405,2.9887414466329085,5.835679090413614,102.0,,,,,,,,,0.21251223566898841,0.01361049207032609,0.6862563461773427,0.016203716966466355,0.0379518331038301,0.0640456867223681,0.20570698963382536,,
KNNImputerWrapper(n_neighbors=5),RobustScalerNorm,iforest,shrink,TreeBasedSelection,BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.05520831255214732,3.7595413785485103,0.011420938894681142,,571.0,0.8060027366939053,0.5949878863838567,,56.0,0.009086470359128287,0.14115409738460002,6.346550192327991,93.0,,,,,,,,,0.2284619644196299,0.015766381439304117,0.6935018345905115,0.015965365753730677,0.04171696676197473,0.069010968540676,0.22057877369997786,,
KNNImputerWrapper(n_neighbors=5),RobustScalerNorm,statistical,none,SelectKBestFilter(k=20),FunctionSampler,absent,absent,lgbm,0.03525549775578917,2.922692842432661,0.03641298501298919,,284.0,0.7361157264858587,0.552869910761016,,18.0,0.004158574591159523,0.611457911596395,1.6594730485153597,25.0,,,,,,,,,0.2434593149335958,0.016855113686344583,0.6966596948476059,0.014268433102815626,0.04664279057389867,0.06923174695920697,0.2350317580904235,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,cluster,cluster_local_median,SelectKBestFilter(k=30),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.07986565990169733,3.210659818030911,0.06322821802514456,,660.0,0.777675179251933,0.5044186621263026,,46.0,0.12892146048373798,8.271892428638097,3.3199352617220814,12.0,,,,,,,,,0.2006278600707049,0.009964320959487112,0.674487448046283,0.016801457279250892,0.029034711774039684,0.04966568928151606,0.19564569959096134,,
IterativeModelImputer,RobustScalerNorm,cluster,percentile_clip,TreeBasedSelection,SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.014478952806247664,3.4547791209037175,0.11686472079238701,,318.0,0.7072457781839372,0.8837477567675884,,14.0,0.5160439797558536,0.7504043830121321,3.035440583688296,37.0,,,,,,,,,0.22816559109108153,0.012028247342762383,0.6761393002672977,0.01576845834207912,0.031143351115896584,0.05271718353869064,0.22215146741970035,,
ClassMeanImputer,RobustScalerNorm,cluster,shrink,SelectKBestFilter(k=20),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.008329615127297046,3.6178631617212376,0.027967213374518185,,164.0,0.5965543837312728,0.9325451913415612,,94.0,0.1569435565593017,1.3638568513945177,2.4938805416081307,8.0,,,,,,,,,0.24233227915523403,0.017017876572323357,0.7036649944482671,0.016015814598710838,0.04416445754129722,0.070225380752607,0.23382334086907236,,
IterativeModelImputer,RobustScalerNorm,cluster,cluster_local_median,SelectKBestFilter(k=20),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.09467238795161569,3.955387423453444,0.0189544970472077,,210.0,0.843082238018342,0.8109428258229563,,13.0,1.3651758391736515,4.298327236980435,9.351664922959316,30.0,,,,,,,,,0.23145430423722307,0.021562825015123074,0.6902671999224044,0.01416317155929302,0.058169638723314515,0.09316234185484326,0.22067289172966154,,
MeanImputer,ZScoreNormalizationNorm,statistical,shrink,SelectKBestFilter(k=20),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.01630939021839576,3.346722127815025,0.08507107192930727,,521.0,0.983796531464325,0.5276955870973624,,8.0,1.516731053041122,1.9462190778393202,1.4982916030686901,128.0,,,,,,,,,0.2165020563151276,0.02007542002834984,0.6826267534044554,0.01612508586191031,0.06317447217076805,0.09272623258196332,0.20646434630095267,,
InterpolateImputer,ZScoreNormalizationNorm,statistical,winsorize,SelectKBestFilter(k=10),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.02732181447181468,3.888843699624351,0.2910054037352737,,345.0,0.8508726680757995,0.8243538636821166,,54.0,0.01052010466818537,1.1426641994897873,5.956566348518964,10.0,,,,,,,,,0.1965108867732081,0.016046827688554956,0.6393486855361281,0.02273619857353071,0.04564609441332548,0.08165872106146715,0.18848747292893062,,
ClassMeanImputer,RobustScalerNorm,statistical,mad_replace,SelectKBestFilter(k=30),FunctionSampler,absent,absent,lgbm,0.13878679708803893,3.4892378228645122,0.012108004472242957,,610.0,0.5395028963352457,0.9350295112638599,,14.0,0.11740693834638682,2.717308820348889,6.867813804515195,47.0,,,,,,,,,0.21118269861342914,0.0135985316256823,0.6821181776918938,0.0161574348035126,0.03864690566180143,0.06439226184231348,0.204383432800588,,
ClassMeanImputer,RobustScalerNorm,cluster,mad_replace,SelectKBestFilter(k=10),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.007654616079655497,3.0608729663099874,0.040047009991833915,,308.0,0.6381491217768406,0.9086297137757269,,7.0,0.18473268087136435,7.1239776349684325,3.5103064586156494,69.0,,,,,,,,,0.18989774764282524,0.02172818090118418,0.6390100793962116,0.02227345134347223,0.06484247951557837,0.1144204245226345,0.17903365719223316,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,iforest,mad_replace,SelectKBestFilter(k=10),FunctionSampler,absent,absent,lgbm,0.09805181615961295,3.0071923205170537,0.03283325757870011,,256.0,0.7317020977769664,0.7087048321954793,,6.0,0.4292861364041618,9.856240841288363,1.7360460385813183,13.0,,,,,,,,,0.23324962788998196,0.019500888671064278,0.691835982463812,0.016363811713941988,0.05754577783073089,0.08360522950228397,0.22349918355444984,,
MeanImputer,RobustScalerNorm,iforest,cluster_local_median,TreeBasedSelection,FunctionSampler,absent,absent,lgbm,0.010001722510134186,3.6492965476263235,0.016893383805838255,,331.0,0.9823061162469884,0.8676594553715458,,15.0,0.0051134089145976735,2.6339868974144824,1.1799061737958796,44.0,,,,,,,,,0.2441396782738475,0.01471100236301243,0.6984397754870628,0.02025725794836522,0.04521626439198273,0.060256499340968814,0.23678417709234129,,
ClassMeanImputer,RobustScalerNorm,cluster,winsorize,SelectKBestFilter(k=30),BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.08933765563470135,2.542335106252233,0.021874539023757304,,104.0,0.8982089383368556,0.5612448787390963,,59.0,1.734454760156491,3.6021427026630284,4.334556170413905,28.0,,,,,,,,,0.25459270198438194,0.013530042920746145,0.7112384490730319,0.02137072315355075,0.037187668911661836,0.05314387574855209,0.24782768052400886,,
IterativeModelImputer,RobustScalerNorm,statistical,none,TreeBasedSelection,BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.009698481822912912,2.769590547305766,0.01048719836410133,,412.0,0.9254196862521455,0.9194347632774553,,10.0,0.0013524779066839052,0.3082290487479458,7.127777727640406,31.0,,,,,,,,,0.24477972223465377,0.024694934778195583,0.69032781616476,0.025774725445698456,0.07288088032825019,0.10088635836641002,0.232432254845556,,
ClassMeanImputer,RobustScalerNorm,cluster,mad_replace,SelectKBestFilter(k=20),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.12643702923801167,2.710831325262486,0.11154410479876829,,270.0,0.5761410036875463,0.7894021799282622,,96.0,0.018761985507788518,1.347551212015448,4.5569132430472825,12.0,,,,,,,,,0.1952884017416486,0.012937427620255869,0.660871502836957,0.017113037281301206,0.03699319362868195,0.066247803273904,0.18881968793152068,,
InterpolateImputer,ZScoreNormalizationNorm,iforest,none,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.005061294813177981,3.585446960941303,0.14600995180308093,,356.0,0.9123094102646672,0.7174828673958814,,12.0,0.46020140394394105,6.402508533944792,1.9541317712376898,49.0,,,,,,,,,0.2258042428467336,0.0164010231031086,0.6818828895162274,0.014364327095035068,0.049888526834875546,0.07263381279438988,0.2176037312951793,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,iforest,percentile_clip,TreeBasedSelection,BorderlineSMOTESampler(k_neighbors=3),absent,absent,lgbm,0.022088891136815145,3.722753272718151,0.23605977581592685,,682.0,0.91862578666701,0.7626851976906388,,61.0,0.06154486529138456,0.18777390856427834,8.561053339472357,116.0,,,,,,,,,0.23003186198659814,0.015530979330378654,0.6750373790783266,0.01355093477027129,0.047673010717697695,0.067516643982491,0.2222663723214088,,
IterativeModelImputer,ZScoreNormalizationNorm,cluster,winsorize,TreeBasedSelection,SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.13165325697475694,2.059831675165168,0.07786701239622344,,127.0,0.5624427545249087,0.7734720666956427,,11.0,0.04168661526395059,0.47248421684307046,1.9042174849537143,11.0,,,,,,,,,0.23187284132855498,0.013249933944441095,0.6876640159285434,0.012481984239376548,0.0392310773729041,0.05714310424853268,0.22524787435633445,,
InterpolateImputer,ZScoreNormalizationNorm,iforest,none,TreeBasedSelection,SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.007173731229243936,3.5353009854140574,0.03412121278695216,,280.0,0.8721246556535808,0.9452226850852055,,68.0,0.35204252609135284,0.32668536740712717,1.5627847747257846,60.0,,,,,,,,,0.25442856069650305,0.024105894688281518,0.6933309633971462,0.019285084842122723,0.06480075985217099,0.09474523859385586,0.2423756133523623,,
MeanImputer,RobustScalerNorm,cluster,cluster_local_median,TreeBasedSelection,FunctionSampler,absent,absent,lgbm,0.029255891027650277,3.970909260120634,0.020438446417131412,,244.0,0.743014638499757,0.8363529790430645,,10.0,0.07502888110081946,0.16553991456784067,1.0789092017972652,65.0,,,,,,,,,0.2439277441203897,0.018104617082438473,0.7005370109276968,0.021775388926561477,0.05516592444214943,0.0742212295191112,0.23487543557917046,,
KNNImputerWrapper(n_neighbors=5),ZScoreNormalizationNorm,cluster,cluster_local_median,SelectKBestFilter(k=40),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.03181362046713866,2.765636935501667,0.03080024325628696,,972.0,0.6660665448122692,0.5384274186098891,,73.0,0.005843160400812882,9.168500886974169,4.756635255345671,14.0,,,,,,,,,0.2072486100198177,0.018400924315482424,0.6762633782830783,0.016543777720033813,0.05349902914766519,0.08878672003504813,0.1980481478620765,,
KNNImputerWrapper(n_neighbors=5),RobustScalerNorm,iforest,percentile_clip,SelectKBestFilter(k=10),SMOTESampler(k_neighbors=5),absent,absent,lgbm,0.028311515967415966,3.245367258191063,0.19490219380918164,,848.0,0.8109574953064078,0.6528769707367494,,29.0,0.2862593300152976,0.8985240079922413,8.016656740946024,10.0,,,,,,,,,0.18379857677804892,0.016718493695032467,0.6284248645827304,0.018993824589438473,0.045609575521696505,0.09096095295243417,0.17543932993053268,,
ClassMeanImputer,ZScoreNormalizationNorm,statistical,winsorize,SelectKBestFilter(k=40),FunctionSampler,absent,absent,lgbm,0.01066523219102163,2.6771525676432315,0.2155034055371535,,454.0,0.7837674975963176,0.6752443271979738,,48.0,0.0028402027717366737,5.282695686161118,1.4364745011505098,14.0,,,,,,,,,0.2183434593037886,0.019123670260715275,0.6683804413413329,0.006368364520289993,0.052607281462610594,0.0875852673658883,0.20878162417343096,,
IterativeModelImputer,RobustScalerNorm,cluster,percentile_clip,SelectKBestFilter(k=20),SMOTESampler(k_neighbors=3),absent,absent,lgbm,0.06690041989123585,2.877635596718004,0.024812081271512812,,216.0,0.5445137227326374,0.5668841130409883,,11.0,0.00110883857225195,1.0442768145285057,9.887410967612535,15.0,,,,,,,,,0.24302049814096258,0.00521831385167918,0.6974703389558027,0.010859572351647646,0.013796462721733377,0.02147273127821641,0.24041134121512298,,
