mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balancer,param_classifier,param_classifier__colsample_bytree,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__reg_alpha,param_classifier__reg_lambda,param_classifier__scale_pos_weight,param_classifier__subsample,param_imputer,param_normalizer,param_selector,param_tamer__contamination,param_tamer__detector,param_tamer__mad_threshold,param_tamer__remediation,param_classifier__min_child_samples,param_classifier__num_leaves,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__depth,param_classifier__iterations,param_classifier__l2_leaf_reg,param_classifier__C,param_classifier__penalty,param_classifier__estimator__xgb__learning_rate,param_classifier__estimator__xgb__max_depth,param_classifier__estimator__xgb__scale_pos_weight,params,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
5.265907907485962,0.42090303765549114,0.32101807594299314,0.04245144994047157,BorderlineSMOTESampler(),XGBoostEstimator(),0.5348103198894097,0.016236046165317316,11,12.0,126.0,0.002269278752676838,0.10347779689878642,9.238533665507816,0.8613011239993278,KNNImputerWrapper(),RobustScalerNorm(),SelectKBestFilter(k=20),0.017308626575886044,iforest,2.3674792549454415,shrink,,,,,,,,,,,,,"{'balancer': BorderlineSMOTESampler(), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.5348103198894097, 'classifier__learning_rate': 0.016236046165317316, 'classifier__max_depth': 11, 'classifier__min_child_weight': 12, 'classifier__n_estimators': 126, 'classifier__reg_alpha': 0.002269278752676838, 'classifier__reg_lambda': 0.10347779689878642, 'classifier__scale_pos_weight': 9.238533665507816, 'classifier__subsample': 0.8613011239993278, 'imputer': KNNImputerWrapper(), 'normalizer': RobustScalerNorm(), 'selector': SelectKBestFilter(k=20), 'tamer__contamination': 0.017308626575886044, 'tamer__detector': 'iforest', 'tamer__mad_threshold': 2.3674792549454415, 'tamer__remediation': 'shrink'}",0.2681948208021584,0.22490832961651772,0.24696327004937701,0.24178829869271423,0.2122220177466467,0.23881534738148283,0.019178064896955727,64,0.7119021370420624,0.6766004102709203,0.7221192615123435,0.7069038692791965,0.6916672561363798,0.7018385868481805,0.015991619172792647,52
6.350482225418091,0.2944306269778782,0.19967756271362305,0.0798587347991578,BorderlineSMOTESampler(),XGBoostEstimator(),0.8419374188963815,0.05463642015934537,9,27.0,333.0,0.024837040528698836,0.28249762844686366,7.30312628827239,0.9521269820341016,IterativeModelImputer(),RobustScalerNorm(),SelectKBestFilter(),0.03854465238600047,iforest,2.670229295955927,mad_replace,,,,,,,,,,,,,"{'balancer': BorderlineSMOTESampler(), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.8419374188963815, 'classifier__learning_rate': 0.05463642015934537, 'classifier__max_depth': 9, 'classifier__min_child_weight': 27, 'classifier__n_estimators': 333, 'classifier__reg_alpha': 0.024837040528698836, 'classifier__reg_lambda': 0.28249762844686366, 'classifier__scale_pos_weight': 7.30312628827239, 'classifier__subsample': 0.9521269820341016, 'imputer': IterativeModelImputer(), 'normalizer': RobustScalerNorm(), 'selector': SelectKBestFilter(), 'tamer__contamination': 0.03854465238600047, 'tamer__detector': 'iforest', 'tamer__mad_threshold': 2.670229295955927, 'tamer__remediation': 'mad_replace'}",0.1878182693885588,0.16347844750224122,0.19861575240583798,0.2094840739844709,0.1841334177667808,0.18870599220957793,0.015414652316507635,187,0.6492607982813208,0.624694065218929,0.6719742519629343,0.6564759142675249,0.636139209167433,0.6477088477796283,0.016319415426265572,172
5.2007057666778564,2.175265400906239,0.14870786666870117,0.02108075065644571,SMOTESampler(k_neighbors=5),XGBoostEstimator(),0.6738353959699224,0.012684729068059923,3,7.0,952.0,2.4562276939551966,0.43695413555275625,2.448607370335588,0.9109792041335418,IterativeModelImputer(),ZScoreNormalizationNorm(),SelectKBestFilter(k=30),0.005463177020702676,iforest,3.0055773934647387,mad_replace,,,,,,,,,,,,,"{'balancer': SMOTESampler(k_neighbors=5), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.6738353959699224, 'classifier__learning_rate': 0.012684729068059923, 'classifier__max_depth': 3, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 952, 'classifier__reg_alpha': 2.4562276939551966, 'classifier__reg_lambda': 0.43695413555275625, 'classifier__scale_pos_weight': 2.448607370335588, 'classifier__subsample': 0.9109792041335418, 'imputer': IterativeModelImputer(), 'normalizer': ZScoreNormalizationNorm(), 'selector': SelectKBestFilter(k=30), 'tamer__contamination': 0.005463177020702676, 'tamer__detector': 'iforest', 'tamer__mad_threshold': 3.0055773934647387, 'tamer__remediation': 'mad_replace'}",0.2114783063875963,0.21085249758593777,0.2002471375549129,0.23793132663282834,0.19224790408952927,0.2105514344501609,0.01543895064246663,149,0.6922631162369968,0.6673693145646178,0.6973898281106317,0.6926575652542971,0.6768479875503997,0.6853055623433886,0.011328976457547211,104
2.0478675365448,0.23984989564316858,0.1593529224395752,0.03540387694628917,SMOTESampler(k_neighbors=5),XGBoostEstimator(),0.8891337491828115,0.11598157060224928,9,2.0,174.0,0.021348412848947847,5.323294716289609,5.977567963026952,0.7870066069937882,IterativeModelImputer(),RobustScalerNorm(),SelectKBestFilter(),0.10007343967182925,statistical,3.4961823308821343,winsorize,,,,,,,,,,,,,"{'balancer': SMOTESampler(k_neighbors=5), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.8891337491828115, 'classifier__learning_rate': 0.11598157060224928, 'classifier__max_depth': 9, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 174, 'classifier__reg_alpha': 0.021348412848947847, 'classifier__reg_lambda': 5.323294716289609, 'classifier__scale_pos_weight': 5.977567963026952, 'classifier__subsample': 0.7870066069937882, 'imputer': IterativeModelImputer(), 'normalizer': RobustScalerNorm(), 'selector': SelectKBestFilter(), 'tamer__contamination': 0.10007343967182925, 'tamer__detector': 'statistical', 'tamer__mad_threshold': 3.4961823308821343, 'tamer__remediation': 'winsorize'}",0.17896365076058235,0.22183567933145334,0.20949491658531383,0.2337228063863878,0.20094728686630636,0.20899286798600875,0.01867214487980877,152,0.6236572817729534,0.6220414515102214,0.6394779656221263,0.6604937398316475,0.6426328075263493,0.6376606492526595,0.014067186363752334,183
5.4605954647064205,0.5116695379469675,0.1481940269470215,0.007846406940243656,SMOTESampler(k_neighbors=5),XGBoostEstimator(),0.874249601160203,0.035993584844514606,9,6.0,107.0,0.018457165276857906,1.3426338966910483,3.2234127575091778,0.9748107327238845,IterativeModelImputer(),RobustScalerNorm(),SelectKBestFilter(k=40),0.010874360777341236,statistical,2.8112694495091035,shrink,,,,,,,,,,,,,"{'balancer': SMOTESampler(k_neighbors=5), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.874249601160203, 'classifier__learning_rate': 0.035993584844514606, 'classifier__max_depth': 9, 'classifier__min_child_weight': 6, 'classifier__n_estimators': 107, 'classifier__reg_alpha': 0.018457165276857906, 'classifier__reg_lambda': 1.3426338966910483, 'classifier__scale_pos_weight': 3.2234127575091778, 'classifier__subsample': 0.9748107327238845, 'imputer': IterativeModelImputer(), 'normalizer': RobustScalerNorm(), 'selector': SelectKBestFilter(k=40), 'tamer__contamination': 0.010874360777341236, 'tamer__detector': 'statistical', 'tamer__mad_threshold': 2.8112694495091035, 'tamer__remediation': 'shrink'}",0.20726055396426055,0.22656295076549932,0.23020287554069227,0.22171853259302401,0.20629608709001013,0.21840819999069722,0.009874673911745483,117,0.668058853459973,0.653922331470609,0.7009337200254651,0.6885477824149395,0.6932446770884911,0.6809414728918955,0.01734883633033887,116
6.403126382827759,1.4125368733093826,0.4415910720825195,0.08990471251083428,SMOTESampler(),XGBoostEstimator(),0.5085901968554356,0.17055812318989266,7,45.0,868.0,0.008753789103862755,0.3846106300126301,1.7597972740470749,0.5811177503211706,IterativeModelImputer(),RobustScalerNorm(),TreeBasedSelection(),0.025438360181032665,statistical,3.77899058022937,winsorize,,,,,,,,,,,,,"{'balancer': SMOTESampler(), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.5085901968554356, 'classifier__learning_rate': 0.17055812318989266, 'classifier__max_depth': 7, 'classifier__min_child_weight': 45, 'classifier__n_estimators': 868, 'classifier__reg_alpha': 0.008753789103862755, 'classifier__reg_lambda': 0.3846106300126301, 'classifier__scale_pos_weight': 1.7597972740470749, 'classifier__subsample': 0.5811177503211706, 'imputer': IterativeModelImputer(), 'normalizer': RobustScalerNorm(), 'selector': TreeBasedSelection(), 'tamer__contamination': 0.025438360181032665, 'tamer__detector': 'statistical', 'tamer__mad_threshold': 3.77899058022937, 'tamer__remediation': 'winsorize'}",0.19955670481198906,0.21093246782192837,0.19210688667268905,0.20203888029695483,0.20345997405258778,0.2016189827312298,0.006083412351448424,167,0.6515999547715966,0.6617599207752707,0.670757586475207,0.6440616821107732,0.6505199122869068,0.6557398112839508,0.009407866372884289,167
16.18189311027527,1.548306195120793,0.6238393783569336,0.0899295912492777,SMOTESampler(k_neighbors=5),XGBoostEstimator(),0.9779179449870432,0.02818660894776477,11,24.0,837.0,1.1398315795852432,1.9888996020836578,2.7654564246923647,0.9617991835923938,KNNImputerWrapper(),RobustScalerNorm(),SelectKBestFilter(k=40),0.13161992329146793,iforest,2.5473593477019367,winsorize,,,,,,,,,,,,,"{'balancer': SMOTESampler(k_neighbors=5), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.9779179449870432, 'classifier__learning_rate': 0.02818660894776477, 'classifier__max_depth': 11, 'classifier__min_child_weight': 24, 'classifier__n_estimators': 837, 'classifier__reg_alpha': 1.1398315795852432, 'classifier__reg_lambda': 1.9888996020836578, 'classifier__scale_pos_weight': 2.7654564246923647, 'classifier__subsample': 0.9617991835923938, 'imputer': KNNImputerWrapper(), 'normalizer': RobustScalerNorm(), 'selector': SelectKBestFilter(k=40), 'tamer__contamination': 0.13161992329146793, 'tamer__detector': 'iforest', 'tamer__mad_threshold': 2.5473593477019367, 'tamer__remediation': 'winsorize'}",0.23003677422049373,0.22691318174827535,0.2349462042441855,0.24419154959451944,0.21336046800881675,0.22988963556325817,0.010121343180848093,95,0.6957259158751696,0.6695055528046968,0.7149253731343285,0.7033741246374761,0.6844592204852515,0.6935980373873845,0.015613588867270782,76
7.112185668945313,0.880860720968651,0.20775079727172852,0.04541574873577751,SMOTESampler(k_neighbors=5),XGBoostEstimator(),0.957643916667313,0.024736462928470627,11,2.0,156.0,0.23663482653895482,0.20048064528006432,4.718506226328556,0.5684772064395809,ClassMeanImputer(),RobustScalerNorm(),SelectKBestFilter(k=20),0.06347623661875154,cluster,2.902495996054107,percentile_clip,,,,,,,,,,,,,"{'balancer': SMOTESampler(k_neighbors=5), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.957643916667313, 'classifier__learning_rate': 0.024736462928470627, 'classifier__max_depth': 11, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 156, 'classifier__reg_alpha': 0.23663482653895482, 'classifier__reg_lambda': 0.20048064528006432, 'classifier__scale_pos_weight': 4.718506226328556, 'classifier__subsample': 0.5684772064395809, 'imputer': ClassMeanImputer(), 'normalizer': RobustScalerNorm(), 'selector': SelectKBestFilter(k=20), 'tamer__contamination': 0.06347623661875154, 'tamer__detector': 'cluster', 'tamer__mad_threshold': 2.902495996054107, 'tamer__remediation': 'percentile_clip'}",0.20000828133869908,0.20616031126593787,0.21978039941629116,0.2290362595521642,0.20059025127255217,0.2111151005691289,0.011444991625842038,146,0.6546952736318409,0.6483270849543751,0.6838791822876141,0.6921270425125557,0.6716064228619935,0.670127001249676,0.01666545861912483,139
6.355772542953491,0.18288848705935876,0.7446450233459473,0.1508976984896428,"FunctionSampler(func=<function _identity at 0x70fa04776fc0>, validate=False)",XGBoostEstimator(),0.8111714780442342,0.09902082673965637,7,28.0,903.0,4.483150007491824,2.9045262231390967,6.329943047951016,0.8226563851346749,KNNImputerWrapper(),RobustScalerNorm(),TreeBasedSelection(),0.012079906741284086,cluster,2.432612930670656,percentile_clip,,,,,,,,,,,,,"{'balancer': FunctionSampler(func=<function _identity at 0x70fa04776fc0>, validate=False), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.8111714780442342, 'classifier__learning_rate': 0.09902082673965637, 'classifier__max_depth': 7, 'classifier__min_child_weight': 28, 'classifier__n_estimators': 903, 'classifier__reg_alpha': 4.483150007491824, 'classifier__reg_lambda': 2.9045262231390967, 'classifier__scale_pos_weight': 6.329943047951016, 'classifier__subsample': 0.8226563851346749, 'imputer': KNNImputerWrapper(), 'normalizer': RobustScalerNorm(), 'selector': TreeBasedSelection(), 'tamer__contamination': 0.012079906741284086, 'tamer__detector': 'cluster', 'tamer__mad_threshold': 2.432612930670656, 'tamer__remediation': 'percentile_clip'}",0.2446069020803422,0.23220377532883973,0.22612352446193978,0.22823099661191798,0.23041561714838235,0.23231616312628445,0.00647648560787661,81,0.6894575418362733,0.6596731979910873,0.6715993492254368,0.6932871189078307,0.6772936266534626,0.6782621669228182,0.012181679502199273,118
9.801987266540527,0.7803765646868083,0.40442357063293455,0.05213094326339013,SMOTESampler(),XGBoostEstimator(),0.766292411505064,0.0886030730681788,5,3.0,710.0,0.4481243527853089,0.1370705297138596,2.9570354634402016,0.8319616015201499,MeanImputer(),RobustScalerNorm(),TreeBasedSelection(),0.03277759219089208,iforest,3.63972495093119,mad_replace,,,,,,,,,,,,,"{'balancer': SMOTESampler(), 'classifier': XGBoostEstimator(), 'classifier__colsample_bytree': 0.766292411505064, 'classifier__learning_rate': 0.0886030730681788, 'classifier__max_depth': 5, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 710, 'classifier__reg_alpha': 0.4481243527853089, 'classifier__reg_lambda': 0.1370705297138596, 'classifier__scale_pos_weight': 2.9570354634402016, 'classifier__subsample': 0.8319616015201499, 'imputer': MeanImputer(), 'normalizer': RobustScalerNorm(), 'selector': TreeBasedSelection(), 'tamer__contamination': 0.03277759219089208, 'tamer__detector': 'iforest', 'tamer__mad_threshold': 3.63972495093119, 'tamer__remediation': 'mad_replace'}",0.21448424610364059,0.19983684568492902,0.23779420996725403,0.20573255252897021,0.20263104682967792,0.21209578022289435,0.013758396574345341,141,0.6582782112166441,0.6455825139704321,0.6944401216665487,0.6569003324609183,0.6471953031053264,0.6604792964839739,0.01771648958599589,160
