iter	RMSE
287	80.59780501
288	80.33642222
289	80.19839445
290	80.13853328
291	79.79614978
292	79.70099788
293	79.66761217
294	79.64548655
295	79.55687186
296	79.49525487
297	79.43270208
298	79.32348286
299	79.28911242
300	79.27349253
301	79.2571507
302	79.25686129
303	79.22877941
304	79.1741172
305	79.12214781
306	79.09367976
307	79.04096031
308	79.0406901
309	78.99884664
310	78.91294655
311	78.87083184
312	78.83895965
313	78.83091637
314	78.48552105
315	78.44339554
316	78.38971849
317	78.3782046
318	78.22977168
319	78.22950249
320	78.21968868
321	78.04318354
322	77.74938426
323	77.73695146
324	77.55824385
325	77.51717512
326	77.41254015
327	77.35111611
328	77.32750617
329	77.305438
330	77.28743891
331	77.27890878
332	77.23774677
333	77.20717739
334	77.08816744
335	76.81741908
336	76.79673129
337	76.63693024
338	76.62820341
339	76.48511716
340	76.43609879
341	76.43585331
342	76.41219342
343	76.33035963
344	76.28782836
345	76.23122524
346	76.21044109
347	76.08149899
348	76.03068801
349	76.0177383
350	75.96817847
351	75.93103627
352	75.89992054
353	75.85292768
354	75.76386248
355	75.72940031
356	75.70582772
357	75.46199979
358	75.40010983
359	75.28805316
360	75.26859274
361	75.26835996
362	75.23878769
363	75.22045269
364	75.22022639
365	75.22001308
366	75.20736674
367	75.12925161
368	75.08699811
369	75.08679604
370	75.04367819
371	75.04348749
372	74.99074555
373	74.99056058
374	74.96166203
375	74.74670227
376	74.71190049
377	74.69745987
378	74.65881136
379	74.64112524
380	74.61037621
381	74.6038059
382	74.56411907
383	74.44880789
384	74.44254836
385	74.4209767
386	74.37639661
387	74.37054211
388	74.31678259
389	74.25309547
390	74.2401309
391	74.03874623
392	74.0115186
393	73.98181229
394	73.9379019
395	73.8416763
396	73.81403852
397	73.71101681
398	73.71082763
399	73.71064934
400	73.71048106
401	73.69746392
402	73.66674924
403	73.64307224
404	73.4450501
405	73.34165022
406	73.32892647
407	73.31657858
408	73.28436441
409	73.27907111
410	73.09920652
411	73.0637936
412	72.88799605
413	72.87884805
414	72.85385475
415	72.83127718
416	72.80982549
417	72.77635242
418	72.7637664
419	72.74064394
420	72.57304622
421	72.42025185
422	72.40908506
423	72.38638865
424	72.38074154
425	72.35129909
426	72.34633623
427	72.30128229
428	72.20784292
429	72.19480803
430	72.18014422
431	72.17036091
432	72.14504369
433	72.06819035
434	72.05638688
435	72.03654098
436	71.97703265
437	71.95681961
438	71.9285982
439	71.91901655
440	71.89843392
441	71.891075
442	71.85394944
443	71.76208541
444	71.75511848
445	71.71538573
446	71.70198693
447	71.70183234
448	71.67005884
449	71.65946039
450	71.64251873
451	71.63652565
452	71.56466013
453	71.52411358
454	71.52397353
455	71.51102802
456	71.46384468
457	71.4428227
458	71.4231716
459	71.41766443
460	71.3884572
461	71.3788244
462	71.29894889
463	71.26545192
464	71.2092656
465	71.17858932
466	71.12965753
467	71.09624536
468	71.06977354
469	71.04848467
470	71.0117322
471	71.01159367
472	70.99633704
473	70.97977376
474	70.94027112
475	70.91586821
476	70.89921564
477	70.88904758
478	70.88891684
479	70.88879334
480	70.84886393
481	70.83763422
482	70.79945174
483	70.76524648
484	70.62451558
485	70.61452887
486	70.60731506
487	70.58587395
488	70.56589964
489	70.5501769
490	70.53590278
491	70.46958115
492	70.44130769
493	70.41447795
494	70.3882177
495	70.35837978
496	70.34788654
497	70.3254609
498	70.20324949
499	70.19290925
500	70.15901213
501	70.14916693
502	70.12750994
503	70.12117781
504	70.10598705
505	70.06981772
506	70.06080229
507	70.05403434
508	69.55927067
509	69.5339104
510	69.49935777
511	69.41267236
512	69.38541422
513	69.37547834
514	69.35853013
515	69.33991215
516	69.32086777
517	69.31064387
518	69.28371816
519	69.26804642
520	69.23254035
521	69.21470902
522	69.1999617
523	68.96593621
524	68.95752118
525	68.95054457
526	68.93934996
527	68.91650793
528	68.90396396
529	68.89814723
530	68.88492889
531	68.87557422
532	68.87546541
533	68.84604529
534	68.82683556
535	68.82673349
536	68.81420125
537	68.8016103
538	68.79776483
539	68.78556618
540	68.76816192
541	68.75942112
542	68.72681923
543	68.69628566
544	68.67997307
545	68.66596097
546	68.65940971
547	68.6473606
548	68.62531144
549	68.62063765
550	68.47287686
551	68.44263414
552	68.42475163
553	68.41009347
554	68.4030442
555	68.39006566
556	68.38996873
557	68.38587484
558	68.38578398
559	68.37545689
560	68.3680649
561	68.36797917
562	68.367898
563	68.36058167
564	68.36050407
565	68.36042891
566	68.2475002
567	68.22454784
568	68.21858614
569	68.18966679
570	68.17584895
571	68.16357731
572	68.09050687
573	68.07934527
574	67.97510331
575	67.95698301
576	67.95071714
577	67.89374103
578	67.87343642
579	67.84747444
580	67.81523478
581	67.61804321
582	67.6179743
583	67.60930633
584	67.51479117
585	67.49663791
586	67.48708951
587	67.47642979
588	67.46386223
589	67.46379311
590	67.44627556
591	67.44125063
592	67.31556959
593	67.30735534
594	67.2801935
595	67.26748791
596	67.25054203
597	67.16633644
598	67.16130032
599	67.16124033
600	67.13162781
601	67.11967908
602	67.09075339
603	67.08423909
604	67.05184983
605	67.0387724
606	67.03871817
607	67.02743875
608	67.01836846
609	67.00634556
610	67.0014998
611	66.98915687
612	66.9571677
613	66.95055292
614	66.50796906
615	66.50378135
616	66.49118895
617	66.48375992
618	66.43360734
619	66.35765014
620	66.3476252
621	66.34273224
622	66.33447003
623	66.3082347
624	66.29162651
625	66.28547808
626	66.27716691
627	66.25417539
628	66.24797151
629	66.23650444
630	66.23060637
631	66.21167445
632	66.20625802
633	66.19149531
634	66.16923674
635	66.07495484
636	65.93143437
637	65.74466234
638	65.73895893
639	65.73425844
640	65.68078728
641	65.65628834
642	65.64364412
643	65.63068671
644	65.61420001
645	65.60483558
646	65.57625119
647	65.569402
648	65.54955173
649	65.52406088
650	65.51470532
651	65.50967166
652	65.48525073
653	65.4781896
654	65.45874179
655	65.45126409
656	65.43096237
657	65.4271008
658	65.25795988
659	65.24074004
660	65.22352929
661	65.21475557
662	65.19256655
663	65.18681846
664	65.17770799
665	65.16934284
666	65.15458641
667	65.15144703
668	65.12505262
669	65.10039583
670	65.09732569
671	65.09258237
672	64.99364539
673	64.98747023
674	64.98164442
675	64.96767382
676	64.96118293
677	64.95722729
678	64.86987352
679	64.85735876
680	64.82980593
681	64.82218768
682	64.81877717
683	64.81042685
684	64.78294671
685	64.71528476
686	64.70046914
687	64.67676445
688	64.61770407
689	64.61436642
690	64.60126125
691	64.59051476
692	64.58105845
693	64.55757136
694	64.51783452
695	64.50854822
696	64.49473076
697	64.48918103
698	64.4842619
699	64.47205303
700	64.46586987
701	64.42736456
702	64.42140355
703	64.40701486
704	64.40004756
705	64.37178515
706	64.35109523
707	64.32718113
708	64.30099526
709	64.30094374
710	64.27665894
711	64.27016335
712	64.26002412
713	64.24781053
714	64.24435292
715	64.24430453
716	64.20775001
717	64.20280417
718	64.1974102
719	64.18642302
720	64.18128053
721	64.15932862
722	64.1510793
723	64.14730312
724	64.13643921
725	64.05773499
726	64.03938325
727	64.02673566
728	64.02133272
729	64.01049677
730	64.00475611
731	64.00039961
732	63.97310231
733	63.95126635
734	63.94793355
735	63.94044442
736	63.93509559
737	63.91016728
738	63.8919283
739	63.88616048
740	63.86442113
741	63.84161245
742	63.83326965
743	63.82111187
744	63.80116671
745	63.77875849
746	63.71864793
747	63.70048484
748	63.67426904
749	63.65062626
750	63.59279804
751	63.58028807
752	63.56254922
753	63.55906555
754	63.55375672
755	63.53649401
756	63.34938804
757	63.33818966
758	63.32199644
759	63.31583264
760	63.30618013
761	63.28043243
762	63.2653903
763	63.25403508
764	63.24965605
765	63.18397878
766	63.17663966
767	63.161531
768	63.14683148
769	63.13695205
770	63.13141569
771	63.11028014
772	63.07185346
773	63.05816317
774	63.05065662
775	63.02936171
776	63.02630752
777	63.01369684
778	63.00265527
779	62.97022992
780	62.94998329
781	62.93881016
782	62.93768973
783	62.93054368
784	62.92570716
785	62.92251844
786	62.917284
787	62.8977338
788	62.89121342
789	62.88026251
790	62.88021657
791	62.87360761
792	62.84319521
793	62.83634805
794	62.82836489
795	62.81398845
796	62.80635292
797	62.75202289
798	62.73894938
799	62.73479534
800	62.72583832
801	62.7148386
802	62.70715919
803	62.7031927
804	62.68294247
805	62.68103031
806	62.67588069
807	62.66783707
808	62.66779261
809	62.65748246
810	62.64794358
811	62.6438857
812	62.63676537
813	62.63463323
814	62.62610098
815	62.61367699
816	62.6030164
817	62.59741445
818	62.58800466
819	62.58314325
820	62.58048085
821	62.55889766
822	62.54737554
823	62.54733219
824	62.54034432
825	62.5193366
826	62.51057571
827	62.50390916
828	62.49888525
829	62.44074145
830	62.43177054
831	62.42545111
832	62.41594365
833	62.41044496
834	62.39362521
835	62.3738129
836	62.33826001
837	62.32321245
838	62.3175274
839	62.31469144
840	62.29937585
841	62.29334016
842	62.27844672
843	62.26566159
844	62.26019834
845	62.24990767
846	62.24274722
847	62.23776865
848	62.06819629
849	61.6822996
850	61.68002769
851	61.67731717
852	61.66363503
853	61.65419495
854	61.64491388
855	61.63683318
856	61.62817342
857	61.61929651
858	61.6109891
859	61.57596045
860	61.56906504
861	61.56560444
862	61.54964307
863	61.5496016
864	61.54956226
865	61.54246922
866	61.5393392
867	61.53639211
868	61.5332066
869	61.44738628
870	61.43756717
871	61.43440026
872	61.42555645
873	61.4130444
874	61.40633773
875	61.39439205
876	61.38581148
877	61.30760051
878	61.26810688
879	61.26221262
880	61.25742462
881	61.24152032
882	61.23511575
883	61.23335767
884	61.2248329
885	61.21674492
886	61.21384357
887	61.20479941
888	61.20287454
889	61.19614944
890	61.1894698
891	61.18400604
892	61.18135006
893	61.17727552
894	61.17089369
895	61.1666882
896	61.15151459
897	61.14549865
898	61.13169246
899	61.12435514
900	61.12083697
901	61.10616583
902	61.07615347
903	61.07601874
904	61.0697826
905	61.06342236
906	61.06031026
907	61.04150584
908	61.02506539
909	61.02303352
910	61.01195885
911	61.00114606
912	60.99690674
913	60.96886418
914	60.96579969
915	60.95810194
916	60.95314136
917	60.94772084
918	60.94093347
919	60.9367154
920	60.92557838
921	60.91617819
922	60.913116
923	60.89995142
924	60.88871792
925	60.87697898
926	60.87110958
927	60.86724047
928	60.86491153
929	60.86094449
930	60.85613154
931	60.82933746
932	60.82292413
933	60.82018193
934	60.81181079
935	60.79103271
936	60.75206451
937	60.73056375
938	60.72437237
939	60.71542188
940	60.70788836
941	60.69912034
942	60.69492179
943	60.69077588
944	60.68129287
945	60.64795051
946	60.64411983
947	60.64032536
948	60.62179805
949	60.61305727
950	60.60792141
951	60.60788479
952	60.24324155
953	60.23935513
954	60.23194004
955	60.23019929
956	60.23015318
957	60.21533925
958	60.21075964
959	60.20513462
960	60.19519602
961	60.19174511
962	60.18504812
963	59.8338993
964	59.83079295
965	59.83075778
966	59.82688832
967	59.82335882
968	59.81976505
969	59.80947754
970	59.80774474
971	59.79037124
972	59.76719745
973	59.75928533
974	59.4252259
975	59.40844483
976	59.40231529
977	59.3816381
978	59.3764647
979	59.37011353
980	59.36189991
981	59.3603362
982	59.35552539
983	59.26861885
984	59.256558
985	59.2438459
986	59.23511212
987	59.22780852
988	59.22252409
989	59.21645604
990	59.21343905
991	59.21340486
992	59.20930526
993	58.89477803
994	58.88939944
995	58.87370478
996	58.86953766
997	58.85200915
998	58.83905969
999	58.8318517
